FrameNo,Row,Column,Angle
1,109.83333333333333,1099.8333333333333,-1.092729639358531
2,180.82608695652175,1132.8695652173913,0.6613414388491101
3,180.56521739130434,1133.391304347826,-0.10753406919561126
4,180.77272727272725,1132.7727272727273,0.7853981633974483
5,180.5,1133.5,-0.0
6,180.5,1133.0,-0.0
7,181.57575757575756,1134.121212121212,-0.7795045267394899
8,180.9090909090909,1132.7727272727273,0.5880026035475674
9,180.43478260869566,1132.608695652174,-0.10753406919561126
10,182.0,1132.0625,0.9466081872540799
11,180.42105263157896,1132.8947368421052,0.223759987578585
12,180.5,1133.0,-0.0
13,180.73076923076923,1132.6538461538462,-0.2822846968340499
14,180.5,1133.0,-0.0
15,180.43478260869566,1132.608695652174,-0.10753406919561126
16,180.73076923076923,1132.3461538461538,0.2822846968340499
17,180.92857142857144,1133.142857142857,-0.2432896841486409
18,180.82608695652175,1132.8695652173913,0.6613414388491101
19,180.36363636363637,1132.5,-0.0
20,180.89473684210526,1132.421052631579,1.3470363392163118
21,180.42105263157896,1132.8947368421052,0.223759987578585
22,180.5,1132.5,0.2191682799289789
23,180.57894736842104,1132.8947368421052,-0.223759987578585
24,180.5,1133.0,-0.0
25,180.42105263157896,1132.8947368421052,0.223759987578585
26,180.77777777777777,1132.4444444444443,0.12550134332151738
27,180.5,1133.0,-0.0
28,180.89473684210526,1132.421052631579,1.3470363392163118
29,231.77272727272728,1073.090909090909,-0.9827937232473292
30,181.0,1132.8260869565217,-1.5707963267948966
31,180.42105263157896,1132.8947368421052,0.223759987578585
32,181.6206896551724,1132.8620689655172,1.5155274319606804
33,180.42105263157896,1132.8947368421052,0.223759987578585
34,181.0,1132.8260869565217,-1.5707963267948966
35,180.5,1133.0,-0.0
36,180.73076923076923,1133.2307692307693,0.4048379765564922
37,180.84615384615384,1133.576923076923,-0.3896931058907576
38,181.83333333333331,1131.8333333333333,0.9625278747367814
39,231.83333333333334,1073.3333333333333,1.2689216600961783
40,180.89473684210526,1132.421052631579,1.3470363392163118
41,231.85714285714286,1073.0,0.8909448300088215
42,180.75862068965517,1132.896551724138,0.27462746356768813
43,180.10526315789474,1132.421052631579,-1.3470363392163116
44,180.82608695652175,1133.0,-0.0
45,180.17391304347825,1133.0,-0.0
46,180.42105263157896,1132.8947368421052,0.223759987578585
47,232.0,1073.0,0.7853981633974483
48,181.0,1132.6785714285713,-0.0
49,180.5,1133.0,-0.0
50,180.5,1132.8846153846155,1.1918095170926004
51,180.17391304347825,1133.1304347826087,0.6613414388491101
52,180.5,1133.0,-0.0
53,180.42105263157896,1132.8947368421052,0.223759987578585
54,180.77272727272725,1132.090909090909,-0.9827937232473292
55,180.26923076923077,1133.4615384615386,0.01080912661825354
56,88.14285714285714,1040.2857142857142,-0.5156425457439993
57,180.5,1132.5,0.7853981633974483
58,112.75,1037.25,0.14189705460416394
59,180.5,1132.5,0.7853981633974483
60,180.5,1133.0,-0.0
61,180.5,1132.5,0.7853981633974483
62,180.43478260869566,1132.608695652174,-0.10753406919561126
63,180.42105263157896,1132.8947368421052,0.223759987578585
64,180.92000000000002,1132.44,0.1489727641057862
65,180.24137931034483,1132.7931034482758,-0.3234169063091086
66,180.82608695652175,1132.8695652173913,0.6613414388491101
67,179.95999999999998,1133.4,0.5280308035983826
68,180.5,1133.0,-0.0
69,232.0,1072.6666666666667,-1.5707963267948966
70,180.43478260869566,1132.608695652174,-0.10753406919561126
71,180.77272727272725,1132.909090909091,0.9827937232473292
72,180.8,1132.44,0.43585118063271105
73,180.42105263157896,1132.8947368421052,0.223759987578585
74,180.42105263157896,1133.1052631578948,-0.22375998757858503
75,180.56521739130434,1133.391304347826,-0.10753406919561126
76,180.32,1132.92,0.05363942782420139
77,231.89473684210526,1072.421052631579,1.3470363392163118
78,180.56521739130434,1132.608695652174,0.10753406919561126
79,180.56521739130434,1133.391304347826,-0.10753406919561126
80,180.89473684210526,1132.578947368421,-1.3470363392163118
81,180.92000000000002,1133.52,-0.4212041397099146
82,180.42105263157896,1132.8947368421052,0.223759987578585
83,248.375,1188.5,0.20352892393971705
84,180.77272727272728,1132.7727272727273,0.7853981633974483
85,180.82608695652175,1133.0,-0.0
86,180.73076923076923,1132.3461538461538,0.2822846968340499
87,180.57894736842104,1132.8947368421052,-0.223759987578585
88,180.82608695652175,1132.8695652173913,0.6613414388491101
89,180.5,1132.5,0.7853981633974483
90,180.91666666666669,1132.9166666666667,0.7853981633974483
91,232.0,1073.0,0.7853981633974483
92,180.89473684210526,1132.421052631579,1.3470363392163118
93,180.63636363636363,1132.5,-0.0
94,180.89473684210526,1132.421052631579,1.3470363392163118
95,180.42105263157896,1132.8947368421052,0.223759987578585
96,180.82608695652175,1132.8695652173913,0.6613414388491101
97,180.5,1133.0,-0.0
98,180.73076923076923,1132.5384615384614,0.010809126618253555
99,180.07999999999998,1132.44,-0.1489727641057862
100,180.68,1132.44,0.19722566519111182
101,180.42105263157896,1132.1052631578948,-0.22375998757858503
102,180.77777777777777,1132.4444444444443,0.12550134332151738
103,231.85714285714286,1073.0,0.8909448300088215
104,180.5,1133.0,-0.0
105,231.57894736842104,1072.8947368421052,-0.223759987578585
106,180.77272727272728,1132.7727272727273,0.7853981633974483
107,180.42105263157896,1132.8947368421052,0.223759987578585
108,232.04545454545453,1072.909090909091,-0.8624842483262872
109,180.82608695652175,1133.0,-0.0
110,180.42105263157896,1132.8947368421052,0.223759987578585
111,180.86206896551724,1132.7931034482758,0.19815386067334906
112,181.0,1132.5,-0.0
113,180.5,1133.0,-0.0
114,180.82608695652175,1132.8695652173913,0.6613414388491101
115,180.36666666666667,1133.3666666666666,0.7853981633974483
116,180.77272727272725,1132.7727272727273,0.7853981633974483
117,181.0,1133.1612903225807,-0.17677097987555931
118,180.68,1133.16,0.4602049740555214
119,180.36363636363637,1132.5,-0.0
120,180.89473684210526,1132.421052631579,1.3470363392163118
121,180.26923076923077,1133.4615384615386,0.01080912661825354
122,180.5,1133.0,-0.0
123,180.15384615384616,1132.576923076923,0.3896931058907576
124,180.57894736842104,1132.1052631578948,0.22375998757858503
125,180.57894736842104,1132.8947368421052,-0.223759987578585
126,180.42105263157896,1132.8947368421052,0.223759987578585
127,232.14285714285714,1073.0,-0.8909448300088215
128,180.89473684210526,1132.421052631579,1.3470363392163118
129,180.5,1133.0,-0.0
130,180.75862068965517,1132.0,0.1770528998694244
131,180.56521739130434,1133.391304347826,-0.10753406919561126
132,180.57894736842104,1132.8947368421052,-0.223759987578585
133,180.56521739130434,1133.391304347826,-0.10753406919561126
134,201.09375,1037.8125,-1.0695169489462588
135,180.42105263157896,1132.8947368421052,0.223759987578585
136,180.91666666666669,1132.9166666666667,0.7853981633974483
137,232.10526315789474,1072.578947368421,1.3470363392163116
138,180.9090909090909,1132.7727272727273,0.5880026035475674
139,180.56521739130434,1133.391304347826,-0.10753406919561126
140,180.68,1132.44,0.19722566519111182
141,180.36363636363637,1132.5,-0.0
142,180.9090909090909,1132.7727272727273,0.5880026035475674
143,180.43478260869566,1132.608695652174,-0.10753406919561126
