s-g01-t01, 
s-g01-t02,1.349896138
s-g01-t03,0.776557665
s-g02-t01,2.097393043
s-g02-t02, 
s-g02-t03, 
s-g03-t01,1.362128532
s-g03-t02,1.296959232
s-g03-t03,1.264261107
s-g04-t01,1.099999198
s-g04-t02,1.35541952
s-g04-t03,1.583167612
s-g05-t01,1.308852344
s-g05-t02,1.327453773
s-g05-t03,1.444221112
s-g06-t01,1.193458861
s-g06-t02,1.233945115
s-g06-t03,1.608111578
s-g07-t01,1.36732356
s-g07-t02, 
s-g07-t03,1.28884636
s-g08-t01,1.347078165
s-g08-t02,1.224681237
s-g08-t03,1.253049172
s-g09-t01,1.460712309
s-g09-t02,1.365580409
s-g09-t03,1.382217668
s-g10-t01,1.334067498
s-g10-t02,1.283093766
s-g10-t03,1.397980039
s-g11-t01, 
s-g11-t02,1.373389765
s-g11-t03,1.418589482
s-g12-t01,1.686690585
s-g12-t02,1.294091128
s-g12-t03,1.528434937
s-g13-t01, 
s-g13-t02, 
s-g13-t03,1.570664785
s-g14-t01,1.423370736
s-g14-t02, 
s-g14-t03,1.599771809
s-g15-t01,1.418948343
s-g15-t02,1.510009991
s-g15-t03,1.482431544
s-g16-t01,0.786378842
s-g16-t02,1.276796655
s-g16-t03,1.352182528
s-g17-t01,1.437081325
s-g17-t02,1.313205871
s-g17-t03,1.582185882
s-g18-t01,1.045326053
s-g18-t02,1.446669056
s-g18-t03,1.325706829
s-g19-t01, 
s-g19-t02,1.717102424
s-g19-t03,1.463510574
s-g20-t01,1.151217484
s-g20-t02,1.409121761
s-g20-t03,1.649702043
s-g21-t01,1.361731249
s-g21-t02,0.817103537
s-g21-t03,0.983026514
s-g22-t01, 
s-g22-t02,1.238965847
s-g22-t03,1.299042515
s-g23-t01,1.375332928
s-g23-t02,1.498952296
s-g23-t03,1.518376915
s-g24-t01,1.302647518
s-g24-t02,  
s-g24-t03,1.574389412
s-g25-t01,1.302647518
s-g25-t02,1.172000169
s-g25-t03,1.468179768
s-g26-t01,1.369200181
s-g26-t02,1.462031926
s-g26-t03,1.393713509
s-g27-t01, 
s-g27-t02,1.199115417
s-g27-t03,0.641339812
s-g28-t01, 
s-g28-t02,1.272912656
s-g28-t03,1.377434993
s-g29-t01,1.28992311
s-g29-t02,1.329209223
s-g29-t03,1.451395922
s-g30-t01, 
s-g30-t02, 
s-g30-t03,1.478253909
