Trial,Cutoff,Avg Vel
r-g12-t02-data.csv,0,9.336171870714276,513.5970023624731
r-g23-t01-data.csv,7278,1.4929941973862186,151.01538116222184
r-g09-t02-data.csv,2653,0.9629737040492392,78.28609509071656
r-g06-t03-data.csv,0,0.8791829145206534,61.019606492899726
r-g27-t03-data.csv,0,0.8207333609323065,61.08718884580772
r-g25-t02-data.csv,0,1.2275524091306538,109.33499444770453
r-g20-t02-data.csv,660,35.10073199286036,3592.9655980835023
r-g13-t02-data.csv,0,1.1600203286348483,80.70848740834718
r-g17-t01-data.csv,0,0.998047728168452,78.37700448881942
r-g06-t01-data.csv,8404,-8.041409033625426, 
r-g22-t03-data.csv,0,0.9553029445100428,76.21869942434873
r-g02-t01-data.csv,0,1.118924626738158,89.9584203637816
r-g29-t02-data.csv,0,1.1650286627756854,114.18401932551377
r-g11-t01-data.csv,2471,0.9484026988275154,63.76511053109809
r-g04-t01-data.csv,0,1.0146083541744324,66.89150300515395
r-g07-t03-data.csv,0,0.9734727649219582,65.81235388007964
r-g19-t02-data.csv,0,1.1600505659096663,124.41521038350135
r-g13-t01-data.csv,243,1.1910217338335474,84.58297556572293
r-g02-t03-data.csv,0,0.8835751927867016,98.65323038507289
r-g20-t03-data.csv,0,0.8595446368310367,83.91478554066018
r-g28-t02-data.csv,0,1.0424155302878322,62.62032828163848
r-g28-t01-data.csv,0,0.993558277715271,69.31204012470282
r-g10-t03-data.csv,0,1.1078665442928717,54.23984923184394
r-g05-t02-data.csv,0,0.3180555199614443,67.74259055217311
r-g18-t03-data.csv,0,0.867021512908057,70.23353567294448
r-g30-t03-data.csv,0,0.867665270513173,84.8975339747131
r-g14-t02-data.csv,0,3.756193142431631,78.0849018932402
r-g19-t01-data.csv,0,1.2854108816384386,128.27565977191063
r-g09-t01-data.csv,0,1.0589503679406447,71.9720132351183
r-g03-t03-data.csv,0,0.9848449191382392,65.67178505058087
r-g26-t03-data.csv,0,0.9402030603574012,65.6078531430565
r-g13-t03-data.csv,0,1.2497990072542413,74.22166298313684
r-g09-t03-data.csv,0,1.035158042434897,67.8015196466017
r-g28-t03-data.csv,0,0.8078786000849962,65.53351782422807
r-g05-t03-data.csv,0,0.9122363751368823,59.149482148289934
r-g02-t02-data.csv,0,0.9855888403118874,96.96179344352643
r-g24-t03-data.csv,0,1.3146598957039972,110.62774455830072
r-g23-t03-data.csv,0,1.2552693923656426,69.9584546348048
r-g21-t02-data.csv,0,3.593498693508287,41.74284506983014
r-g08-t03-data.csv,0,1.6030454852314024,147.8681725006851
r-g04-t03-data.csv,0,1.8109255269029572,24.600962840054535
r-g03-t01-data.csv,0,1.1300294811328346,69.16132345976534
r-g08-t01-data.csv,4948,1.812679657619384,162.8477052393553
r-g25-t01-data.csv,0,1.0399154715320662,67.11643068657021
r-g26-t01-data.csv,2292,0.9457182294861749,77.07281973488992
r-g26-t02-data.csv,371,1.015021465620191,71.53135618035549
r-g15-t02-data.csv,1695,0.22596754523925106,230.6942118089225
r-g17-t03-data.csv,568,0.8130806901700554,73.13462689337943
r-g29-t01-data.csv,361,1.2433538161363102,118.47090588249641
r-g01-t01-data.csv,0,1.0559073276962727,84.12434670507712
r-g07-t01-data.csv,750,1.0930369269221312,72.97545182254166
r-g30-t01-data.csv,1166,1.1792186315250568,86.66655768451041
r-g20-t01-data.csv,455,1.0921666017113032,77.09024469257184
r-g01-t03-data.csv,0,0.9824763333195378,79.58805858868018
r-g27-t01-data.csv,0,-0.00022267488672055393,49.24207079467217
r-g07-t02-data.csv,0,1.2063664416326414,68.80200910610964
r-g10-t01-data.csv,613,1.275510098085208,60.73696730061102
r-g24-t01-data.csv,540,1.1107613126080214,69.51396941384176
r-g04-t02-data.csv,0,0.9134849015436461,65.95739173977242
r-g27-t02-data.csv,0,0.846705972128042,66.25749558147757
r-g24-t02-data.csv,0,1.1667786705633811,67.49931528863209
r-g06-t02-data.csv,4914,0.9067736749009352,107.32854689055608
r-g18-t02-data.csv,0,1.0475643742614833,64.43980542372599
r-g19-t03-data.csv,2147,1.1090091759848002,146.11495696759462
r-g03-t02-data.csv,0,1.0560056880535267,69.91385221106735
r-g17-t02-data.csv,0,1.0607666555609412,71.37707931672752
r-g05-t01-data.csv,0,1.1119349803742016,104.54201591867793
r-g23-t02-data.csv,0,1.3325147731729199,74.26259421326017
r-g12-t01-data.csv,1171,1.2637844206453461,105.4819737626169
r-g18-t01-data.csv,0,29.623881315190967,1842.6397454151074
r-g15-t03-data.csv,0,1.042904504647716,54.95406021011258
r-g22-t02-data.csv,0,4.796214757690987, 
r-g08-t02-data.csv,5922,-0.47355361278124875,85.32523782401728
r-g29-t03-data.csv,0,1.2939415404481112,108.24335346581107
r-g11-t02-data.csv,4817,0.98550996270626,60.43789528585197
r-g11-t03-data.csv,0,0.916389990663873,57.37915048558838
r-g21-t01-data.csv,8449,-7.170620117509059, 
r-g16-t03-data.csv,0,0.7944017619100093,66.44664632459376
r-g16-t02-data.csv,0,1.0911270035116436,80.20028492574791
r-g14-t01-data.csv,0,3.407375277817943, 
r-g12-t03-data.csv,0,1.444888080513729,73.10697547460818
r-g15-t01-data.csv,490,1.3837036348692267,58.701216542117834
r-g01-t02-data.csv,1108,0.6145309723293642,46.89377369899971
r-g21-t03-data.csv,0,1.0766687008533113,66.63191350323332
r-g30-t02-data.csv,1729,1.073413004624785,133.80836534088863
r-g14-t03-data.csv,0,1.084093169596747,62.831434153676355
r-g25-t03-data.csv,0,1.0053470879725275,63.663666689755615
r-g10-t02-data.csv,3420,0.9426261671996741,112.61337721393302
r-g16-t01-data.csv,0,3.900818830595241, 
