FrameNo,Row,Column,Angle
1,30.106425702811244,743.425702811245,0.35743893713927855
2,32.11336032388664,742.940620782726,0.36613242655355827
3,33.77746870653686,742.990264255911,0.3513014853207068
4,35.760989010989015,742.9752747252747,0.3579302401084495
5,37.75710227272727,742.546875,0.336039317910407
6,39.04322766570605,742.7449567723343,0.34396386285174324
7,41.12884333821376,742.7247437774524,0.33706754534113725
8,42.72049689440994,742.7841614906832,0.34175643232958014
9,44.45542949756888,742.7990275526743,0.32742141694207644
10,46.21943573667711,742.9043887147335,0.32766930520586574
11,47.83223684210526,742.3141447368421,0.3255885980862632
12,49.89267461669506,742.0102214650767,0.33301296710049727
13,51.12991452991453,742.3709401709402,0.319069288375602
14,52.92374350086655,742.7798960138648,0.31491651147548444
15,54.70652173913044,742.1757246376811,0.3210950843456112
16,56.66604823747681,741.6215213358071,0.3298070156289001
17,58.36893203883495,741.6815533980582,0.3367618136905612
18,59.5945945945946,741.4826254826255,0.3508931666125225
19,61.458585858585856,741.6262626262626,0.33273577396370435
20,63.28033472803347,740.86820083682,0.31250284860076816
21,64.95238095238095,740.969696969697,0.3236246846277872
22,66.4502262443439,740.7239819004525,0.31732316678767086
23,68.37708830548927,739.9045346062053,0.366949053865633
24,69.923273657289,739.6572890025575,0.3408997952257153
25,71.55118110236221,739.3333333333334,0.35135151338849446
26,73.34818941504179,739.4623955431755,0.34606414124193446
27,74.96130952380952,739.0922619047619,0.3754947457279443
28,76.49683544303798,738.9841772151899,0.3733853656955156
29,78.1371237458194,738.3578595317725,0.4002220358900258
30,79.78745644599303,738.0243902439024,0.3869936799196534
31,81.08778625954199,737.8854961832061,0.44307432351456033
32,82.9535864978903,737.084388185654,0.4241204519985398
33,84.44871794871794,736.9017094017094,0.45629093644367363
34,86.23076923076923,736.4343891402715,0.45325231600322063
35,87.89285714285714,735.9345238095239,0.47565537679149145
36,89.75539568345324,735.294964028777,0.47672715799267273
37,91.20143884892086,735.1294964028777,0.5127977267864108
38,93.78703703703704,732.9907407407408,0.49605883644398596
39,96.95890410958904,730.7671232876712,0.424615699803586
40,96.79130434782608,733.5652173913044,0.5320724231903929
41,98.06201550387597,733.5658914728682,0.5957775573985351
42,99.28676470588235,733.875,0.6213338935265004
43,100.67785234899328,733.7248322147651,0.6432898383458322
44,102.0506329113924,733.5759493670886,0.6514164803198954
45,103.68852459016394,733.2622950819672,0.6444223312227085
46,104.93877551020408,732.5867346938776,0.589242908540116
47,105.98245614035088,732.5877192982456,0.5822894436659889
48,107.80365296803653,731.9178082191781,0.47614493810160596
49,109.03225806451613,731.2741935483871,0.43141073189517853
50,110.82089552238806,730.5485074626865,0.2707466060086183
51,112.28472222222223,729.9652777777778,0.20008522753300734
52,113.67605633802818,729.6760563380282,0.08131195292009939
53,115.09666666666666,728.9366666666667,-0.0024287635402129443
54,116.41176470588235,728.3622291021671,-0.12782021574511962
55,118.23008849557522,728.0147492625368,-0.11421975175236634
56,119.29014084507043,727.9859154929577,-0.14377098417940617
57,120.71236559139786,726.741935483871,-0.1377733726440202
58,122.2911051212938,726.6010781671159,-0.14200509210760626
59,123.95049504950495,725.6386138613861,-0.14225712029831353
60,125.33417721518987,725.4607594936709,-0.11887603496723034
61,126.49400479616307,725.1654676258993,-0.1397295684625861
62,128.01173708920186,724.3755868544602,-0.17411669270211932
63,129.38443935926773,723.5217391304348,-0.21165518602863503
64,130.84841628959276,723.183257918552,-0.19542994433470626
65,131.9912087912088,722.4351648351649,-0.17729243482033255
66,133.5572354211663,722.2505399568034,-0.219661249713283
67,134.99550561797753,721.476404494382,-0.21515465049443439
68,136.67016806722688,721.2457983193277,-0.20615080776298078
69,137.7979797979798,720.8363636363637,-0.21242068963099509
70,138.71428571428572,719.7936507936508,-0.2370290925804255
71,140.55983772819474,720.2718052738337,-0.2372473724620128
72,141.74059405940594,719.5881188118811,-0.24463717522691736
73,143.08367346938775,718.6367346938775,-0.23326866203791086
74,144.6993987975952,718.8897795591182,-0.22978447528570212
75,145.76699029126212,718.4097087378641,-0.24053207185151645
76,147.28194726166328,717.3549695740365,-0.2566415530663593
77,148.41491395793497,716.8891013384322,-0.2642306393588394
78,149.87051792828686,716.7908366533865,-0.23716618514511684
79,150.9591836734694,715.6673469387755,-0.264897040236012
80,152.6869918699187,716.3333333333334,-0.25960122771856736
81,154.21810699588477,716.0144032921811,-0.26539226506756985
82,155.1158536585366,715.4634146341464,-0.2822967252466854
83,156.3565400843882,714.873417721519,-0.266749222302499
84,157.76771653543307,714.517716535433,-0.2813915954129216
85,159.3006396588486,715.2068230277185,-0.27685501008441926
86,160.80467091295117,715.2335456475583,-0.30192150676493795
87,161.65983606557376,714.3381147540983,-0.3019513964609001
88,162.98121085594988,714.4237995824635,-0.302633188803037
89,164.5939524838013,714.5161987041037,-0.31650368202397383
90,166.10805084745763,714.2690677966102,-0.3074050594301037
91,167.59285714285716,715.2738095238095,-0.31488643376399783
92,168.49881235154396,714.4061757719714,-0.32234174160607304
93,170.0939226519337,714.7486187845304,-0.328582906909288
94,171.42051282051284,714.6717948717949,-0.3439064992373935
95,172.8654970760234,715.1608187134503,-0.3453863844402512
96,173.89113924050633,715.0050632911392,-0.36678386106286487
97,176.04347826086956,716.583850931677,-0.3523333432306306
98,176.9859943977591,715.6134453781513,-0.36332410690028516
99,178.42413793103447,716.1172413793104,-0.37400829734070506
100,179.87003610108303,716.8628158844765,-0.37216389575405834
101,181.42960288808666,717.5487364620939,-0.3971118963376534
102,183.26086956521738,718.505928853755,-0.4059062039770518
103,184.78884462151393,718.9402390438247,-0.4170904282786555
104,186.07555555555555,719.1244444444444,-0.41788767848641173
105,187.79338842975207,720.1859504132232,-0.444483194149231
106,189.4212765957447,720.9829787234042,-0.44534468930435533
107,191.12875536480686,721.8969957081545,-0.46352243407632193
108,192.31196581196582,721.7649572649573,-0.4943569093784041
109,193.73378839590444,722.307167235495,-0.4928934132567304
110,194.31290322580645,721.0129032258064,-0.5337932828610746
111,196.07086614173227,721.5905511811023,-0.5480712425429917
112,196.8538961038961,721.3084415584416,-0.5667866421186859
113,198.19230769230768,721.3205128205128,-0.5944498236802809
114,199.39184952978056,721.3699059561129,-0.6088536599230229
115,201.07207207207207,722.072072072072,-0.6366975970707406
116,201.99112426035504,721.9792899408284,-0.6672770565304454
117,203.23275862068965,722.4568965517242,-0.6950484292681426
118,204.40117994100297,722.3097345132743,-0.6999490860429279
119,205.4942528735632,722.4310344827586,-0.7434448785770454
120,207.08938547486034,723.0614525139665,-0.7815624396453456
121,207.74598930481284,723.1898395721926,-0.857102429337044
122,209.19783197831978,723.7073170731708,-0.8655042703834757
123,210.42061281337047,724.0278551532033,-0.9209784631113695
124,211.3342318059299,724.4474393530998,-1.0360659535805155
125,212.94871794871796,724.6743589743589,-0.996150692932101
126,214.06510416666669,725.2526041666666,-1.1558622540228545
127,215.72564102564104,725.8307692307692,-1.246094362398784
128,216.78117048346056,726.4503816793894,1.491470440827181
